sale_no,Address,CouncilArea,YearBuilt,BuildingArea,Car,Price,Date,Method,SellerG
8701,3/217 Dandenong Rd,Stonnington,1945.0,90.0,1.0,854000.0,22/04/2017,SP,Woodards
8702,108 Peel St,Stonnington,1930.0,,1.0,900000.0,29/04/2017,VB,hockingstuart
8703,7/113 Punt Rd,Port Phillip,1975.0,48.0,0.0,350000.0,29/04/2017,SP,Kay
8704,57 Tarcoola Dr,Banyule,,,1.0,721500.0,20/05/2017,S,Darren
8705,14 Borlase St,Banyule,1960.0,232.0,2.0,1060000.0,29/04/2017,S,Buckingham
8706,7 Marigolds Rd,Banyule,,,2.0,984000.0,29/04/2017,S,Darren
8707,4/247 Inkerman St,Port Phillip,1960.0,50.0,1.0,450000.0,13/05/2017,SP,Buxton
8708,5/171 Hotham St,Port Phillip,,,0.0,490000.0,29/04/2017,VB,hockingstuart
8709,2/31 Orange Gr,Port Phillip,1940.0,,0.0,440000.0,29/04/2017,S,hockingstuart
8710,2 Diamond St,Moonee Valley,,,1.0,1406000.0,13/05/2017,S,Nelson
8711,7 Garnet St,Moonee Valley,,,2.0,1305000.0,20/05/2017,S,Gunn&Co
8712,1/37 Clunes St,Darebin,1961.0,150.0,1.0,488000.0,13/05/2017,S,Ray
8713,218 Adderley St,Melbourne,1870.0,,1.0,1750000.0,13/05/2017,S,Woodards
8714,3/212 Roden St,Melbourne,2010.0,130.0,1.0,1013000.0,20/05/2017,S,Alexkarbon
8715,7/234 Roden St,Melbourne,,,1.0,1171000.0,20/05/2017,S,Alexkarbon
8716,53 Miller St,Melbourne,1880.0,,0.0,1053000.0,22/04/2017,S,Purplebricks
8717,316/145 Roden St,Melbourne,2013.0,,1.0,295000.0,29/04/2017,SP,Alexkarbon
8718,33 Rainsford Tce,Hume,,,2.0,445000.0,20/05/2017,S,Harcourts
8719,456/38 Mt Alexander Rd,Moonee Valley,2010.0,51.0,1.0,360000.0,20/05/2017,SP,Pagan
8720,118 Marshall Rd,Moonee Valley,1960.0,101.37,2.0,640000.0,1/07/2017,S,Nelson
8721,9 South Rd,Moonee Valley,1950.0,,2.0,961000.0,1/07/2017,S,Nelson
8722,126 Mills St,Port Phillip,1900.0,,0.0,1535000.0,1/07/2017,S,Greg
8723,2 Bazentin St,Brimbank,1920.0,142.0,0.0,570000.0,1/07/2017,S,Barry
8724,6 Como St,Yarra,,,2.0,2345000.0,1/07/2017,S,Jellis
8725,151 Chambers Rd,Hobsons Bay,1960.0,110.0,2.0,900000.0,1/07/2017,S,Greg
8726,52 Adelaide St,Stonnington,,,3.0,5200000.0,1/07/2017,SP,Marshall
8727,4 Wippa Ct,Monash,,,2.0,1225000.0,1/07/2017,S,hockingstuart
8728,12a Doyle St,Moonee Valley,,,1.0,622000.0,1/07/2017,S,Moonee
8729,41 Herbert St,Moonee Valley,,,4.0,825000.0,1/07/2017,SP,McDonald
8730,38 Belmore Rd,Boroondara,,,5.0,1475000.0,1/07/2017,PI,Jellis
8731,50 Corhampton Rd,Boroondara,,,2.0,2160000.0,1/07/2017,S,Noel
8732,2/18 Doncaster Rd,Boroondara,,,2.0,1050000.0,1/07/2017,PI,Ray
8733,2/43 Sutton St,Boroondara,1965.0,127.0,2.0,1275000.0,1/07/2017,VB,Fletchers
8734,18B Orchard Rd,Knox,2010.0,125.0,1.0,640000.0,1/07/2017,S,Fletchers
8735,1/19 Glen Park Rd,Maroondah,1970.0,,2.0,500000.0,1/07/2017,PI,Stockdale
8736,73 Charman Rd,Bayside,1925.0,,3.0,1221000.0,1/07/2017,PI,Ray
8737,3 Wells Rd,Bayside,,,3.0,1823000.0,1/07/2017,S,Hodges
8738,11 White St,Bayside,,,4.0,2000000.0,1/07/2017,S,Ray
8739,12 Auckland St,Glen Eira,,,1.0,1365000.0,1/07/2017,S,Buxton
8740,48 Tucker Rd,Glen Eira,1970.0,114.0,1.0,1045000.0,1/07/2017,SP,hockingstuart
8741,1 Gladesville Dr,Glen Eira,1950.0,188.0,2.0,1220000.0,1/07/2017,S,Buxton
8742,96 Avebury Dr,Casey,,,2.0,627500.0,1/07/2017,SP,C21
8743,39 Lockwoods Rd,Knox,,,2.0,642000.0,1/07/2017,S,Stockdale
8744,31A Beaconsfield Rd,Banyule,2000.0,120.0,2.0,840000.0,1/07/2017,S,Barry
8745,20 Byron St,Bayside,1910.0,219.0,2.0,2650000.0,1/07/2017,S,RT
8746,36/568 New St,Bayside,2000.0,46.0,1.0,380000.0,1/07/2017,VB,Chisholm
8747,160 Were St,Bayside,,,2.0,3250000.0,1/07/2017,SP,Hodges
8748,18 Centre Rd,Bayside,2001.0,239.0,2.0,1731000.0,1/07/2017,SP,Buxton
8749,1/124 Cuthbert St,Hume,2010.0,123.21,3.0,465000.0,1/07/2017,S,Barry
8750,21 Graham St,Hume,1999.0,110.0,0.0,518500.0,1/07/2017,S,YPA
8751,11/757 Park St,Moreland,,,1.0,692000.0,1/07/2017,S,Jellis
8752,36 Clarence St,Moreland,,,0.0,1305000.0,1/07/2017,S,Nicholson
8753,36 Newman St,Moreland,,,1.0,1100000.0,1/07/2017,S,Brad
8754,2/59 Smith St,Moreland,1970.0,,1.0,573000.0,1/07/2017,S,Jellis
8755,80 Thompsons Rd,Manningham,,,2.0,1060000.0,1/07/2017,S,Fletchers
8756,28 Greenwood Dr,Banyule,,,2.0,805000.0,1/07/2017,S,Barry
8757,533 Grimshaw St,Banyule,,,1.0,682000.0,1/07/2017,S,Ray
8758,31 Batman St,Melton,2005.0,230.0,2.0,535000.0,1/07/2017,S,Barry
8759,2 Amaroo Ct,Whitehorse,,140.7481,1.0,1088000.0,1/07/2017,PI,Ray
8760,11 Kalista Ct,Whitehorse,,,1.0,1180000.0,1/07/2017,S,Fletchers
8761,16 Homebush Rd,Brimbank,2007.0,145.0,2.0,630000.0,1/07/2017,PI,YPA
8762,6/9 Eddy St,Boroondara,1975.0,76.0,1.0,677000.0,1/07/2017,S,Noel
8763,2/576 Riversdale Rd,Boroondara,,,1.0,670000.0,1/07/2017,VB,Jellis
8764,4/924 Toorak Rd,Boroondara,2006.0,223.0,2.0,1320000.0,1/07/2017,PI,Bekdon
8765,108/2 Gascoyne St,Boroondara,2015.0,86.5,1.0,816000.0,1/07/2017,S,Nelson
8766,5/50 Barkly St,Melbourne,1970.0,30.6,1.0,350000.0,1/07/2017,VB,Woodards
8767,106/37 Palmerston St,Melbourne,2013.0,,1.0,620000.0,1/07/2017,S,Woodards
8768,113 Station St,Melbourne,,,2.0,1760000.0,1/07/2017,S,Nelson
8769,16/7 Toolondo Cl,Melton,,,2.0,545000.0,1/07/2017,SP,Metro
8770,3/29 Sussex Rd,Glen Eira,,,1.0,1091500.0,1/07/2017,S,hockingstuart
8771,4 Cronin Ct,Kingston,,,2.0,1140000.0,1/07/2017,S,O'Brien
8772,2/14 Jack Rd,Bayside,2013.0,149.0,2.0,950000.0,1/07/2017,S,Chisholm
8773,4/3 MacKenzie St,Bayside,,,1.0,425000.0,1/07/2017,S,Purplebricks
8774,105 Wilson St,Kingston,,,2.0,1116000.0,1/07/2017,S,Ray
8775,5/94 Roseneath St,Yarra,1995.0,,2.0,1030000.0,1/07/2017,S,Nelson
8776,126 Barrow St,Moreland,1920.0,100.0,1.0,900000.0,1/07/2017,VB,Jellis
8777,12 Rasmussen Ct,Moreland,1960.0,80.0,2.0,922000.0,1/07/2017,SP,Melbourne
8778,18 Shaftsbury St,Moreland,,,2.0,1077000.0,1/07/2017,S,Jellis
8779,29 Livingstone St,Moreland,,,2.0,805000.0,1/07/2017,PI,Jellis
8780,13 Aston St,Hume,2007.0,236.0,2.0,665000.0,1/07/2017,PI,RE
8781,13 Brampton Cl,Hume,1990.0,117.0,4.0,515500.0,1/07/2017,S,RE
8782,6 Vision Rd,Hume,2014.0,225.5,3.0,660000.0,1/07/2017,S,LJ
8783,26 Mundaring Dr,Casey,,,1.0,572000.0,1/07/2017,S,O'Brien
8784,8 Banool Ct,Maroondah,1970.0,225.0,2.0,932000.0,1/07/2017,S,Hoskins
8785,15 Ronald Rd,Maroondah,1994.0,110.0,1.0,570000.0,1/07/2017,SP,McGrath
8786,2/26 Vernon St,Maroondah,,,2.0,875000.0,1/07/2017,S,Barry
8787,5/6 MacPherson St,Greater Dandenong,,,0.0,348000.0,1/07/2017,S,McLennan
8788,110 Gladstone Rd,Greater Dandenong,1970.0,120.0,1.0,627000.0,1/07/2017,S,Barry
8789,52 Simpson Dr,Greater Dandenong,,,2.0,760000.0,1/07/2017,SP,O'Brien
8790,17 Norma St,Nillumbik,1939.0,61.0,0.0,621000.0,1/07/2017,S,Mason
8791,2/77 Centre Dandenong Rd,Kingston,1975.0,,1.0,612000.0,1/07/2017,S,Buxton
8792,13 Carnarvon St,Manningham,,,2.0,840000.0,1/07/2017,SP,Philip
8793,66 Saxonwood Dr,Manningham,1970.0,322.0,3.0,1856000.0,1/07/2017,SP,Barry
8794,1 Bernarra Ct,Manningham,2004.0,409.54,4.0,2705000.0,1/07/2017,S,Ray
8795,33 Starboard Dr,Whittlesea,2012.0,179.0,2.0,530500.0,1/07/2017,S,Buckingham
8796,59 Bible St,Nillumbik,,,0.0,975000.0,1/07/2017,S,Morrison
8797,6 Orbel Ct,Nillumbik,1979.0,127.0,0.0,805000.0,1/07/2017,S,Barry
8798,59 Greenfields Dr,Whittlesea,2012.0,364.0,2.0,940000.0,1/07/2017,SP,Iconek
8799,2/4 Grimwade Ct,Whittlesea,2000.0,109.0,2.0,437000.0,1/07/2017,S,hockingstuart
8800,1 Simon Ct,Whittlesea,,,2.0,660000.0,1/07/2017,S,hockingstuart
8801,21 Butler St,Moonee Valley,,,2.0,1325000.0,1/07/2017,S,McDonald
8802,9/44 Fletcher St,Moonee Valley,,,1.0,310000.0,1/07/2017,S,Considine
8803,1/8 Graves St,Moonee Valley,,3.0,2.0,864000.0,1/07/2017,S,Brad
8804,10/30 Richardson St,Moonee Valley,1970.0,47.0,1.0,291000.0,1/07/2017,S,Nelson
8805,6 Bourke St,Moonee Valley,2000.0,114.0,1.0,750000.0,1/07/2017,VB,Brad
8806,36 Emerald St,Moonee Valley,2016.0,291.0,2.0,2200000.0,1/07/2017,VB,Nelson
8807,60 Station St,Darebin,,,0.0,1550000.0,1/07/2017,S,Jellis
8808,75 Lowson St,Moreland,,,2.0,720000.0,1/07/2017,S,Barry
8809,108 Michael St,Yarra,1900.0,79.0,1.0,1350000.0,1/07/2017,VB,Nelson
8810,222 Rae St,Yarra,1900.0,125.0,1.0,1852000.0,1/07/2017,S,Jellis
8811,372 Rae St,Yarra,,,0.0,1100000.0,1/07/2017,S,Woodards
8812,10/30 Pickett St,Maribyrnong,2013.0,26.0,0.0,170000.0,1/07/2017,PI,Burnham
8813,4 Sapphire St,Whitehorse,1970.0,,2.0,1372000.0,1/07/2017,S,Ray
8814,13 Will St,Whitehorse,,,2.0,850500.0,1/07/2017,S,Noel
8815,42 Kars St,Frankston,,,1.0,640000.0,1/07/2017,S,hockingstuart
8816,17 Windoo St,Frankston,1960.0,109.0,1.0,611000.0,1/07/2017,S,Ray
8817,14 Poinciana St,Frankston,1960.0,174.0,2.0,755000.0,1/07/2017,S,hockingstuart
8818,3 Sansom St,Macedon Ranges,1980.0,144.0,2.0,521000.0,1/07/2017,SP,Raine
8819,9 Dolphin Ct,Hume,,,2.0,625000.0,1/07/2017,S,YPA
8820,121 High St,Boroondara,,,3.0,1910000.0,1/07/2017,S,hockingstuart
8821,1/1484 Malvern Rd,Stonnington,1965.0,76.0,1.0,500000.0,1/07/2017,PI,Thomson
8822,6/35 Scott Gr,Stonnington,,,1.0,523000.0,1/07/2017,S,Thomson
8823,2/15 Ogden St,Moreland,2011.0,133.0,1.0,525000.0,1/07/2017,S,Jellis
8824,5 Patrick St,Moreland,,,2.0,847000.0,1/07/2017,SP,Barry
8825,44 Manatunga Cct,Banyule,,,2.0,990000.0,1/07/2017,S,Darren
8826,2/12 William St,Banyule,2000.0,107.0,1.0,695000.0,1/07/2017,S,Darren
8827,2a Geum St,Moreland,,,2.0,500000.0,1/07/2017,S,Harcourts
8828,5 Katrina Cl,Casey,,,2.0,662500.0,1/07/2017,S,O'Brien
8829,46/15 Beach Rd,Bayside,2010.0,152.0,2.0,1210000.0,1/07/2017,SP,Chisholm
8830,1/23 Charming St,Bayside,,204.0,2.0,1140000.0,1/07/2017,S,McGrath
8831,7/28 Elm St,Boroondara,,,1.0,395000.0,1/07/2017,S,Peter
8832,1/514 Glenferrie Rd,Boroondara,1940.0,90.0,1.0,1000000.0,1/07/2017,S,Jellis
8833,8/3 Kooyongkoot Rd,Boroondara,,,1.0,450000.0,1/07/2017,S,LITTLE
8834,63 Liddiard St,Boroondara,1890.0,156.0,3.0,2900000.0,1/07/2017,S,Jellis
8835,14/59 Riversdale Rd,Boroondara,1965.0,71.0,1.0,450000.0,1/07/2017,PI,Jellis
8836,15A Westmount Rd,Yarra Ranges,2009.0,156.6,4.0,650000.0,1/07/2017,SP,McGrath
8837,3 Dougharty Rd,Banyule,,,1.0,790000.0,1/07/2017,S,Miles
8838,55 McEwan Rd,Banyule,,,1.0,780000.0,1/07/2017,VB,Barry
8839,1 Bardia St,Banyule,1950.0,95.0,0.0,726500.0,1/07/2017,S,William
8840,1 Ebony Pde,Banyule,,,1.0,710000.0,1/07/2017,S,William
8841,2/25 Wilson St,Bayside,1970.0,64.0,1.0,645000.0,1/07/2017,S,Hodges
8842,3 Sage Cl,Melton,2007.0,213.0,2.0,650500.0,1/07/2017,SP,YPA
8843,9/220 Huntingdale Rd,Monash,2005.0,87.0,2.0,750000.0,1/07/2017,S,Ray
8844,34 Bliburg St,Hume,1960.0,181.0,1.0,650000.0,1/07/2017,PI,YPA
8845,12/1051 Pascoe Vale Rd,Hume,1995.0,89.0,1.0,390000.0,1/07/2017,S,YPA
8846,25 Marriot Rd,Brimbank,,,2.0,810000.0,1/07/2017,S,Bells
8847,3 Medina Rd,Brimbank,1979.0,180.0,2.0,735000.0,1/07/2017,SP,Brad
8848,18 Grandvalley Dr,Moonee Valley,2014.0,62.0,2.0,520000.0,1/07/2017,VB,Whiting
8849,8 Turin Pl,Brimbank,1987.0,,1.0,640000.0,1/07/2017,PI,Barry
8850,17/120 Newman St,Melbourne,1999.0,120.0,2.0,967000.0,1/07/2017,S,Edward
8851,10 Rankins Rd,Melbourne,,,0.0,850000.0,1/07/2017,VB,Nelson
8852,3/58 Rankins Rd,Melbourne,,,0.0,500000.0,1/07/2017,VB,Nelson
8853,9/11 Smith St,Melbourne,2011.0,70.0,1.0,535000.0,1/07/2017,SP,Edward
8854,1/177 Brougham St,Boroondara,,,2.0,758000.0,1/07/2017,S,Jellis
8855,2/13 Westbrook St,Boroondara,1970.0,72.0,1.0,862000.0,1/07/2017,S,Jellis
8856,15 Daylily Dr,Greater Dandenong,,,2.0,965000.0,1/07/2017,S,Ray
8857,33 Turramurra Dr,Greater Dandenong,1970.0,170.0,2.0,761000.0,1/07/2017,S,Barry
8858,169 Gillespie Rd,Brimbank,,,2.0,520000.0,1/07/2017,PI,Bells
8859,12 Tanglewood St,Brimbank,1975.0,112.0,1.0,530000.0,1/07/2017,SP,YPA
8860,48 Coronation St,Maribyrnong,,,0.0,1020000.0,1/07/2017,S,Village
8861,5/35 Kingsville St,Maribyrnong,,,1.0,210000.0,1/07/2017,PI,Jas
8862,11 Benaroon Dr,Whittlesea,2008.0,205.0,4.0,750000.0,1/07/2017,S,Ray
8863,226 Dalton Rd,Whittlesea,,,4.0,635000.0,1/07/2017,S,Harcourts
8864,2/70 David St,Whittlesea,,,1.0,410000.0,1/07/2017,S,Harcourts
8865,15 Dennis St,Whittlesea,,,2.0,675000.0,1/07/2017,SP,Harcourts
8866,13 Anthony Cl,Banyule,,,2.0,880000.0,1/07/2017,S,Barry
8867,14/4 Crefden St,Maribyrnong,2009.0,55.0,1.0,280000.0,1/07/2017,VB,McGrath
8868,3/10 Greenham St,Maribyrnong,,,1.0,520000.0,1/07/2017,S,Jas
8869,3/83 Mitchell St,Maribyrnong,2004.0,153.0,2.0,895000.0,1/07/2017,S,Rendina
8870,69 Brunel St,Stonnington,,,2.0,2110000.0,1/07/2017,S,Jellis
8871,6 Clyde St,Maribyrnong,,,1.0,1050000.0,1/07/2017,PI,Brad
8872,38 Gretel Gr,Melton,1986.0,200.0,1.0,320000.0,1/07/2017,SP,Raine
8873,21 Sandra St,Melton,1980.0,100.0,2.0,480000.0,1/07/2017,SP,PRDNationwide
8874,26 Coppice St,Whittlesea,2012.0,221.0,2.0,670000.0,1/07/2017,S,Harcourts
8875,6 Renaissance Bvd,Whittlesea,,,2.0,520500.0,1/07/2017,S,RW
8876,2/2 Comeram Ct,Whittlesea,2000.0,88.0,1.0,460000.0,1/07/2017,S,Love
8877,18 Henricks Ct,Whittlesea,,,1.0,610000.0,1/07/2017,S,Ray
8878,29 Fuller St,Whitehorse,1975.0,138.0,2.0,950000.0,1/07/2017,S,Noel
8879,2/2 Walter St,Whitehorse,2016.0,146.0,1.0,970000.0,1/07/2017,VB,Noel
8880,21 Barloa Rd,Boroondara,,,4.0,2200000.0,1/07/2017,SP,Marshall
8881,11 Inglisby Rd,Whitehorse,,,5.0,2320000.0,1/07/2017,S,Jellis
8882,349 Main Rd,Banyule,1970.0,128.0,3.0,655000.0,1/07/2017,S,Ray
8883,207 Rattray Rd,Banyule,,,1.0,960000.0,1/07/2017,PI,Fletchers
8884,6 Addison St,Moonee Valley,1894.0,,2.0,1810000.0,1/07/2017,S,Jellis
8885,59 Robinson St,Moonee Valley,,,1.0,1020000.0,1/07/2017,S,Jellis
8886,27 The Strand,Moonee Valley,,,1.0,1250000.0,1/07/2017,S,Nelson
8887,3 Bruthen St,Kingston,,,6.0,1175000.0,1/07/2017,PI,Buxton
8888,51B Bear St,Kingston,,,3.0,800000.0,1/07/2017,PI,Ray
8889,108 Chute St,Kingston,,,2.0,1225000.0,1/07/2017,S,O'Brien
8890,12 Holskamp St,Monash,1960.0,143.0,2.0,1205000.0,1/07/2017,S,McGrath
8891,3 Huxtable St,Monash,,,3.0,1720000.0,1/07/2017,S,Ray
8892,26 Malcolm Ct,Monash,,,3.0,1600000.0,1/07/2017,S,Jellis
8893,11 Maureen St,Monash,,,1.0,944000.0,1/07/2017,S,Jellis
8894,2 Merton Cl,Monash,1970.0,167.0,2.0,1385000.0,1/07/2017,S,Ray
8895,24 Sunnyside Rd,Monash,1965.0,181.0,2.0,2000000.0,1/07/2017,VB,Fletchers
8896,29 Bradley Tce,Casey,,,4.0,650000.0,1/07/2017,SP,O'Brien
8897,29 Hanley St,Casey,1972.0,,2.0,655000.0,1/07/2017,SP,Only
8898,2A Gordon St,Hobsons Bay,2011.0,121.0,2.0,710000.0,1/07/2017,S,Williams
8899,34 Thorpe St,Hobsons Bay,,,3.0,1330000.0,1/07/2017,S,RT
8900,8/302 Abbotsford St,Melbourne,,,0.0,550000.0,1/07/2017,S,Nelson
8901,187 Errol St,Melbourne,,2.0,0.0,962000.0,1/07/2017,S,Alexkarbon
8902,2E Princess St,Melbourne,,,0.0,936000.0,1/07/2017,S,Jellis
8903,26 Salisbury Gr,Darebin,,,2.0,1900000.0,1/07/2017,PI,Jellis
8904,14 Wardrop Gr,Darebin,,,0.0,1605000.0,1/07/2017,S,Nelson
8905,65 Westgarth St,Darebin,,,1.0,1415000.0,1/07/2017,S,Woodards
8906,4/26 Wilmoth St,Darebin,,,1.0,390000.0,1/07/2017,S,Ray
8907,31 Olwen St,Whitehorse,1975.0,136.0,3.0,1100000.0,1/07/2017,S,Fletchers
8908,90 Springvale Rd,Whitehorse,1954.0,,0.0,926000.0,1/07/2017,S,Fletchers
8909,13 Kiama St,Moreland,2015.0,112.0,1.0,610000.0,1/07/2017,S,Nelson
8910,1725 Dandenong Rd,Monash,,,6.0,1525000.0,1/07/2017,S,Ray
8911,82 Patrick St,Monash,,,3.0,1900000.0,1/07/2017,PI,Ray
8912,2/21 Lillimur Rd,Glen Eira,2010.0,51.0,1.0,454000.0,1/07/2017,S,Ray
8913,6/32 Walsh St,Glen Eira,1970.0,88.0,1.0,562000.0,1/07/2017,S,Gary
8914,13B Elm Gr,Kingston,1995.0,124.0,2.0,1000000.0,1/07/2017,S,Obrien
8915,44 Melrose St,Kingston,1997.0,,2.0,820000.0,1/07/2017,S,Thomson
8916,123 Cumberland Rd,Moreland,,,2.0,870000.0,1/07/2017,PI,Ray
8917,9 Dorset Rd,Moreland,,,2.0,800000.0,1/07/2017,SP,Barry
8918,5 Fleming Gr,Moreland,1960.0,263.0,3.0,1501000.0,1/07/2017,S,Jellis
8919,1 Hazel Gr,Moreland,,,2.0,1663000.0,1/07/2017,S,Nelson
8920,1 Virginia St,Moreland,1950.0,128.0,3.0,780000.0,1/07/2017,VB,Brad
8921,23 Bevan Ct,Wyndham,2011.0,227.6,2.0,660000.0,1/07/2017,S,Reliance
8922,6/156 Bay St,Port Phillip,,,2.0,1631000.0,1/07/2017,S,Cayzer
8923,67 Ross St,Port Phillip,,,2.0,1665000.0,1/07/2017,S,Greg
8924,107 Stokes St,Port Phillip,2010.0,210.0,2.0,2450000.0,1/07/2017,VB,Lucas
8925,11/8 Grandview Gr,Stonnington,,,0.0,399000.0,1/07/2017,S,Jellis
8926,1/648 High St,Stonnington,,,1.0,1240000.0,1/07/2017,S,Rounds
8927,111 Boldrewood Pde,Darebin,1960.0,120.0,4.0,840000.0,1/07/2017,SP,RW
8928,57 Crevelli St,Darebin,,,1.0,560000.0,1/07/2017,S,Barry
8929,7 Inverness St,Darebin,,,2.0,900000.0,1/07/2017,SP,Stockdale
8930,78 McMahon Rd,Darebin,,,3.0,902000.0,1/07/2017,S,Barry
8931,16 Muriel Ct,Darebin,,,5.0,825000.0,1/07/2017,S,RW
8932,3/76 Southernhay St,Darebin,2014.0,104.63,1.0,668500.0,1/07/2017,S,Nelson
8933,13 Francis St,Yarra,,,1.0,1165000.0,1/07/2017,S,Biggin
8934,7/129 Hoddle St,Yarra,1940.0,123.0,2.0,890500.0,1/07/2017,SP,Biggin
8935,2 Sutton Gr,Yarra,,,1.0,1442000.0,1/07/2017,S,Biggin
8936,3/1 Mines Rd,Maroondah,1985.0,,2.0,560000.0,1/07/2017,S,Barry
8937,2013 Western Hwy,Melton,,,0.0,340000.0,1/07/2017,SP,YPA
8938,11 Jindalee Cl,Knox,1986.0,217.0,2.0,870000.0,1/07/2017,S,Harcourts
8939,6/76 Bay Rd,Bayside,1970.0,67.0,1.0,643500.0,1/07/2017,S,hockingstuart
8940,3/7 East Rd,Frankston,2002.0,127.0,2.0,572000.0,1/07/2017,S,O'Brien
8941,2A Austin St,Maribyrnong,,,1.0,750000.0,1/07/2017,S,Jas
8942,57 Charles St,Maribyrnong,1910.0,91.0,1.0,850000.0,1/07/2017,VB,Village
8943,29 Edinburgh Dr,Frankston,,,2.0,640000.0,1/07/2017,VB,hockingstuart
8944,15 Ferncroft Dr,Whittlesea,2009.0,222.0,2.0,600000.0,1/07/2017,PI,Millership
8945,7/7 Old Plenty Rd,Whittlesea,,,1.0,386000.0,1/07/2017,S,Millership
8946,1109/800 Chapel St,Stonnington,2000.0,,2.0,857000.0,1/07/2017,S,LITTLE
8947,51 Moore St,Stonnington,,,0.0,1160000.0,1/07/2017,S,Jellis
8948,23/350 Toorak Rd,Stonnington,,120.0,1.0,1235000.0,1/07/2017,S,Jellis
8949,24 Garnsworthy St,Greater Dandenong,1950.0,99.0,2.0,752500.0,1/07/2017,S,iSell
8950,12 Altyre Ct,Brimbank,1975.0,110.0,2.0,565000.0,1/07/2017,S,Bells
8951,9 Gray Ct,Brimbank,1989.0,171.0,2.0,610000.0,1/07/2017,PI,YPA
8952,14/12 Fitzroy St,Port Phillip,2005.0,41.0,1.0,350000.0,1/07/2017,VB,Gary
8953,6/19 Herbert St,Port Phillip,1970.0,60.0,1.0,525000.0,1/07/2017,S,hockingstuart
8954,15/2 Redan St,Port Phillip,1920.0,74.0,0.0,517500.0,1/07/2017,SP,Woodards
8955,7/27 Robe St,Port Phillip,1993.0,49.0,1.0,365000.0,1/07/2017,VB,Rounds
8956,403/64 Wellington St,Port Phillip,,,1.0,460000.0,1/07/2017,SP,LITTLE
8957,2/30 Bulla Rd,Moonee Valley,1990.0,,1.0,646000.0,1/07/2017,S,Nelson
8958,11 Bannermann St,Hume,2011.0,221.0,2.0,580000.0,1/07/2017,S,Raine
8959,60 Heysen Dr,Hume,1985.0,101.0,2.0,420000.0,1/07/2017,S,Raine
8960,18 Timins St,Hume,1960.0,,1.0,650000.0,1/07/2017,S,YPA
8961,2/17 Anderson Rd,Brimbank,,,1.0,525000.0,1/07/2017,S,McGrath
8962,10 Edna St,Brimbank,,,2.0,780000.0,1/07/2017,SA,FN
8963,38 Collenso St,Brimbank,,,2.0,765000.0,1/07/2017,S,Douglas
8964,1093 Riversdale Rd,Whitehorse,1960.0,124.0,9.0,2100000.0,1/07/2017,VB,Jellis
8965,35A Russell St,Whitehorse,1993.0,,1.0,1385000.0,1/07/2017,S,Fletchers
8966,3 Rosebud St,Wyndham,,,1.0,451500.0,1/07/2017,S,Reliance
8967,2 Skylark Ct,Wyndham,2010.0,146.0,2.0,526000.0,1/07/2017,S,Purplebricks
8968,3 Highlander Ct,Melton,2002.0,193.0,2.0,605500.0,1/07/2017,S,YPA
8969,16 Shoppers La,Brimbank,,,2.0,427500.0,1/07/2017,S,Ray
8970,30 John St,Manningham,1970.0,353.0,2.0,1705000.0,1/07/2017,PI,hockingstuart
8971,65 Government Rd,Knox,,,2.0,551200.0,1/07/2017,SP,iTRAK
8972,2/11 French St,Whittlesea,,,2.0,542000.0,1/07/2017,S,Ray
8973,329 Gillies St,Darebin,2016.0,251.0,2.0,2070000.0,1/07/2017,SP,Jellis
8974,113 Grange Rd,Stonnington,,,2.0,2800000.0,1/07/2017,S,Marshall
8975,2/7 Cabarita St,Wyndham,,,1.0,385000.0,1/07/2017,SP,Reliance
8976,4/48 Banksia Gr,Hume,,,1.0,500000.0,1/07/2017,SP,Jason
8977,3 Henderson Rd,Hume,,,6.0,821000.0,1/07/2017,S,Jason
8978,2/36 Halls Pde,Whitehorse,2004.0,,2.0,917000.0,1/07/2017,S,Noel
8979,33 Eamon Dr,Banyule,,,2.0,1115000.0,1/07/2017,S,Miles
8980,34 Toumlin Gr,Banyule,2001.0,166.0,2.0,905000.0,1/07/2017,SP,Miles
8981,7/3 Ashley St,Knox,,,2.0,450000.0,1/07/2017,PI,Prof.
8982,53 Somes St,Knox,,,2.0,1015000.0,1/07/2017,SP,Ray
8983,22 Kramer St,Wyndham,1984.0,125.0,2.0,510000.0,1/07/2017,S,Ray
8984,15 Retreat Pl,Wyndham,,,2.0,645000.0,1/07/2017,S,YPA
8985,1 Walwa Pl,Wyndham,,,2.0,427000.0,1/07/2017,S,Greg
8986,15 Alberta St,Maribyrnong,1950.0,109.0,2.0,845000.0,1/07/2017,PI,Jas
8987,24 Hope St,Maribyrnong,,,1.0,876000.0,1/07/2017,S,Biggin
8988,26 Coghill St,Hume,,,1.0,578000.0,1/07/2017,S,Jason
8989,89 Sayers Rd,Wyndham,,443.0,2.0,510000.0,1/07/2017,S,Ray
8990,6 Burley St,Whittlesea,,,1.0,390000.0,1/07/2017,S,Ray
8991,20 Vanin St,Whittlesea,,167.13,2.0,525000.0,1/07/2017,S,Harcourts
8992,5 Dakara Ct,Wyndham,1990.0,110.0,2.0,480000.0,1/07/2017,S,hockingstuart
8993,87 Ballard St,Maribyrnong,,,2.0,1000000.0,1/07/2017,SP,Village
8994,72 Bishop St,Maribyrnong,1990.0,,6.0,1240000.0,1/07/2017,VB,Jas
8995,67 Hawkhurst St,Maribyrnong,,115.0,2.0,1115000.0,1/07/2017,SP,Village
